date,text,sentiment_category
2024-02-06 15:39:17+00:00,INDEX OPTIONS TRADE 2BANKNIFTY 45400 CE390 TO 465WE EXITED AT COST,Positive
2024-02-12 12:53:20+00:00,INDEX OPTIONS TRADE 1BTST TRADEBANKNIFTY 45800 CESTOP LOSS TAKEN! red,Negative
2024-04-15 15:08:08+00:00,INDEX OPTIONS TRADE 2BANKNIFTY 48100 CESTOP LOSS TAKEN red,Negative
2024-08-21 12:34:37+00:00,INDEX OPTIONS TRADEHERO ZEROBANKNIFTY 21 AUG 50500 CE100 TO 14040 POINTS,Negative
2024-06-24 19:39:20+00:00,INDEX OPTIONS TRADEBTSTBANKNIFTY JUNE 51600 CE300 TO 480180 POINTS,Positive
2024-11-21 05:04:12+00:00,"SHORT TERMBANKNIFTY NOV FUTURES AROUND 50150TARGET 50350,50600,51000STOP LOSS 49700 degrade",Negative
2023-12-26 15:11:35+00:00,INDEX OPTIONS TRADE 5NIFTY 21300 CESL TAKEN!SAFE TRADERS EXITED 220REST HOLDING FOR TOMORROW WITH POSITIVE VIEW!! green,Positive
2023-12-20 14:38:04+00:00,INDEX OPTIONS TRADE 3BANKNIFTY  47900 CESTOP LOSS TAKEN degrade,Negative
2024-11-26 02:37:04+00:00,Nifty future flat green,Positive
2024-10-14 10:28:22+00:00,INDEX OPTIONS TRADEBANKNIFTY 52000 CE135 TO 17035 POINTS SO FAR,Neutral
2024-08-07 11:26:52+00:00,INDEX OPTIONS TRADEBTSTBANKNIFTY 7 AUG 50200 CE120 TO 20080 POINTSNIFTY 8 AUG 24200 CE85 TO 185100 POINTS,Neutral
2024-10-25 06:13:49+00:00,"SHORT TERMBANKNIFTY OCT FUTURES AROUND 50600TARGET 50800,51000,51200STOP LOSS 50200 red",Negative
2024-11-22 02:52:59+00:00,Gift nifty green bullish,Positive
2024-11-26 02:37:04+00:00,Nifty future flat green,Positive
2024-02-19 12:55:08+00:00,INDEX OPTIONS TRADE 1NIFTY 22000 CE200 TO 150STOP LOSS TAKEN red,Negative
2024-11-25 08:32:31+00:00,"RISKY TRADERSSELL BANKNIFTY NOV FUTURES AROUND 52050TARGET 51900,51700,51500STOP LOSS 52200 red",Negative
2024-07-29 15:31:47+00:00,INDEX OPTIONS TRADENIFTY 1 AUGUST 24800 CE255 TO STOP LOSS loss,Negative
2024-11-07 06:49:45+00:00,"SHORT TERMBANKNIFTY NOV FUTURES AROUND 52100TARGET 52300,52500,52700STOP LOSS 50800 degrade",Negative
2024-06-20 09:04:47+00:00,INDEX OPTIONS TRADEBANKNIFTY 51600 CE420 TO 51595 POINTS,Negative
2024-10-25 06:51:10+00:00,"SHORT TERMNIFTY OCT FUTURES AROUND 24140TARGET 24200,24300,24500STOP LOSS AT 24000 loss",Negative
2024-01-10 15:14:25+00:00,INDEX OPTIONS TRADE 2NIFTY 21300 CE250 TO 23515 POINTS LOSS degrade,Negative
2023-12-26 15:11:35+00:00,INDEX OPTIONS TRADE 5NIFTY 21300 CESL TAKEN!SAFE TRADERS EXITED 220REST HOLDING FOR TOMORROW WITH POSITIVE VIEW!! green,Positive
2023-12-20 14:36:55+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 47600 CE535 TO 558STOP LOSS TAKEN red,Negative
2024-11-13 06:11:00+00:00,"SHORT TERMNIFTY NOVEMBER FUTURES AROUND 23780TARGET 23900,24000,24100STOP LOSS AT 23650 degrade",Negative
2024-11-26 02:36:42+00:00,Gift nifty flat green growth,Positive
2024-08-06 09:27:16+00:00,"SHORT TERMBANKNIFTY AUGUST FUTURES AROUND 49980TARGET AT 50400,50600,51000STOP LOSS AF 49600 red",Negative
2023-12-15 10:13:35+00:00,BANKNIFTY 47500 CE520 TO 570,Neutral
2024-08-21 12:31:10+00:00,INDEX OPTIONS TRADEHERO ZEROBANKNIFTY 21 AUG 51000 CESTOP LOSS TAKEN degrade,Negative
2024-03-28 17:10:14+00:00,INDEX OPTIONS TRADE 2BANKNIFTY 47100 CE430 TO 570140 POINTS,Positive
2023-12-20 14:38:04+00:00,INDEX OPTIONS TRADE 3BANKNIFTY  47900 CESTOP LOSS TAKEN degrade,Negative
2024-10-25 06:51:10+00:00,"SHORT TERMNIFTY OCT FUTURES AROUND 24140TARGET 24200,24300,24500STOP LOSS AT 24000 loss",Negative
2024-11-25 08:32:31+00:00,"RISKY TRADERSSELL BANKNIFTY NOV FUTURES AROUND 52050TARGET 51900,51700,51500STOP LOSS 52200 red",Negative
2024-10-14 10:26:23+00:00,INDEX OPTIONS TRADEBANKNIFTY 21 OCT 51200 CE290 TO 600310 POINTS,Positive
2024-02-14 14:54:23+00:00,INDEX OPTIONS TRADE 3HERO ZEROBANKNIFTY 46000 CE35 TO 210175 POINTS6X RETURNS,Positive
2024-03-05 10:52:46+00:00,BTST TRADEBANKNIFTY 47300 CEEXITED AT STOP LOSS red,Negative
2024-09-16 04:40:28+00:00,BANKNIFTY 52200CEABOVE 160SL 140Target 170180200,Neutral
2024-04-25 15:05:41+00:00,INDEX OPTIONS TRADEHERO ZERO NIFTY 22500 CE55 TO 120 gain,Positive
2024-11-28 03:28:10+00:00,NIFTY growth,Positive
2023-12-20 14:38:04+00:00,INDEX OPTIONS TRADE 3BANKNIFTY  47900 CESTOP LOSS TAKEN degrade,Negative
2024-08-12 16:30:00+00:00,OUR INDEX OPTIONS TRADEBANKNIFTY 50500 CE370 TO 520150 POINTS NIFTY 24300 CE190 TO 26070 POINTS bullish,Positive
2024-11-13 06:11:00+00:00,"SHORT TERMNIFTY NOVEMBER FUTURES AROUND 23780TARGET 23900,24000,24100STOP LOSS AT 23650 degrade",Negative
2024-11-11 03:47:27+00:00,"Buy banknifty 13 nov 51500 pe 375 to 380Tgt 385,395,405,415",Neutral
2024-09-25 03:59:51+00:00,BANKNIFTY 54300 PEAbove  420Sl open TRG 450460,Neutral
2024-08-26 10:48:09+00:00,INDEX OPTIONS TRADENIFTY 24700 CE240 TO 380140 POINTS MOVE,Neutral
2024-10-24 03:35:15+00:00,NIFTY 5M CHART doubled,Positive
2024-07-29 15:31:47+00:00,INDEX OPTIONS TRADENIFTY 1 AUGUST 24800 CE255 TO STOP LOSS loss,Negative
2024-10-15 12:41:15+00:00,INDEX OPTIONS TRADEBANKNIFTY 16 OCT 51800 CE220 TO 335115 POINTS,Neutral
2024-08-21 12:31:10+00:00,INDEX OPTIONS TRADEHERO ZEROBANKNIFTY 21 AUG 51000 CESTOP LOSS TAKEN degrade,Negative
2024-11-25 08:32:31+00:00,"RISKY TRADERSSELL BANKNIFTY NOV FUTURES AROUND 52050TARGET 51900,51700,51500STOP LOSS 52200 red",Negative
2024-01-10 15:14:25+00:00,INDEX OPTIONS TRADE 2NIFTY 21300 CE250 TO 23515 POINTS LOSS degrade,Negative
2024-04-16 15:55:59+00:00,INDEX OPTIONS TRADE 3NIFTY 18 APRIL 22300 PE205 TO 240,Neutral
2024-10-25 06:51:10+00:00,"SHORT TERMNIFTY OCT FUTURES AROUND 24140TARGET 24200,24300,24500STOP LOSS AT 24000 loss",Negative
2023-12-26 15:08:50+00:00,INDEX OPTIONS TRADE 3NIFTY 21400 CE155 TO 17520 POINTSINDEX OPTIONS TRADE 4BANKNIFTY 47400 CE510 TO 648148 POINTS MOVE,Neutral
2024-02-16 10:06:26+00:00,"WE ARE COMING UP WITH A TECHNICAL ANALYSIS COURSE FOR THE MEMBERSTOPICS TO BE COVERED IN COURSE1. PRICE ACTION SUPPORT AND RESISTANCE.2. TYPE OF CHART PATTERNS AND CANDLE STICK PATTERNS!3. DRAWING TRENDLINES AND HORIZONTAL LINES!4. CHART MOVEMENT STUDIES!5. BREAKOUT AND BREAKDOWN TRADING STRATEGY!6. NIFTY50, BANKNIFTY AND FINNIFTY TRADING STRATEGY!7. HOW TO FIND HERO OR ZERO ON EXPIRY DAYS!8. 51530 MINS CHART ANALYSIS!9. SWING TRADING 1 DAY CHART ANALYSIS!10. COMMODITY TRADING STRATEGY!CRUDEOIL, NATURALGAS AND SILVER11. HOW TO FIND STOP LOSS, TARGET IN EACH OF THE TRADING STYLE!12. HOW TO CONTROL EMOTIONS AND GREED DURING TRADING!13. SPECIAL PRIVATE CHANNEL WILL BE THERE TO SOLVE YOUR QUERIES!14. PERSONAL SUPPORT WILL BE GIVEN IN CASE OF ANY QUERIES! 2 SESSIONS WILL BE THERE ON FRIDAY AND SATURDAY EVERY WEEK! WE WILL HAVE PRACTICE SESSIONS ON MONTHLY BASIS! FEES IS 15999USE COUPON CODESPECIAL50GET FLAT 50 DISCOUNT ON THE COURSE!JOINING LINKhttpsweb.fankonnect.comg3424 COURSE DURATION WILL BE 12 SESSIONS!FIRST SESSION WILL BE TODAY EVENING AT 6.30 PMQUERIES USHAANALYSIS gain",Positive
2024-08-12 16:30:00+00:00,OUR INDEX OPTIONS TRADEBANKNIFTY 50500 CE370 TO 520150 POINTS NIFTY 24300 CE190 TO 26070 POINTS bullish,Positive
2024-08-23 03:45:38+00:00,BANKNIFTY 51100 PEAbove  360Sl open TRG 380400,Neutral
2024-10-14 10:28:22+00:00,INDEX OPTIONS TRADEBANKNIFTY 52000 CE135 TO 17035 POINTS SO FAR,Neutral
2024-02-09 11:52:41+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 14 FEB 45300 PESTOP LOSS DONE degrade,Negative
2024-06-18 17:42:32+00:00,HERO OR ZERO TRADEFINNIFTY 22500 CE35 TO 60 growth,Positive
2024-11-11 03:40:12+00:00,NIFTY LEVEL gain,Positive
2024-01-03 14:06:14+00:00,INDEX OPTIONS TRADE 6BANKNIFTY 47600 CE500 TO 525STOP LOSS TAKEN degrade,Negative
2024-11-13 06:11:00+00:00,"SHORT TERMNIFTY NOVEMBER FUTURES AROUND 23780TARGET 23900,24000,24100STOP LOSS AT 23650 degrade",Negative
2023-12-21 12:24:49+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 47400 CE400 TO 580180 POINTS CAPTURED,Neutral
2024-11-26 02:37:04+00:00,Nifty future flat green,Positive
2024-11-11 03:40:12+00:00,BANKNIFTY LEVEL,Neutral
2024-08-12 16:30:00+00:00,OUR INDEX OPTIONS TRADEBANKNIFTY 50500 CE370 TO 520150 POINTS NIFTY 24300 CE190 TO 26070 POINTS bullish,Positive
2024-01-24 13:35:14+00:00,INDEX OPTIONS TRADE 2BANKNIFTY 44700 PE200 TO 360160 POINTS,Neutral
2024-02-12 12:53:20+00:00,INDEX OPTIONS TRADE 1BTST TRADEBANKNIFTY 45800 CESTOP LOSS TAKEN! red,Negative
2023-12-26 15:11:35+00:00,INDEX OPTIONS TRADE 5NIFTY 21300 CESL TAKEN!SAFE TRADERS EXITED 220REST HOLDING FOR TOMORROW WITH POSITIVE VIEW!! green,Positive
2024-01-10 15:14:25+00:00,INDEX OPTIONS TRADE 2NIFTY 21300 CE250 TO 23515 POINTS LOSS degrade,Negative
2023-12-21 12:27:35+00:00,HERO OR ZERONIFTY 21250 CE12 TO 32 gain,Positive
2024-11-25 08:32:31+00:00,"RISKY TRADERSSELL BANKNIFTY NOV FUTURES AROUND 52050TARGET 51900,51700,51500STOP LOSS 52200 red",Negative
2024-08-12 16:30:00+00:00,OUR INDEX OPTIONS TRADEBANKNIFTY 50500 CE370 TO 520150 POINTS NIFTY 24300 CE190 TO 26070 POINTS bullish,Positive
2024-10-28 03:43:07+00:00,BANKNIFTY LEVEL,Neutral
2024-02-06 15:39:04+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 45400 CE460 TO 52060 POINTS,Neutral
2024-02-12 12:53:52+00:00,INDEX OPTIONS TRADE 4NIFTY 21700 CE150 TO 13515 POINTS LOSS degrade,Negative
2024-11-07 06:49:45+00:00,"SHORT TERMBANKNIFTY NOV FUTURES AROUND 52100TARGET 52300,52500,52700STOP LOSS 50800 degrade",Negative
2024-02-09 11:52:41+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 14 FEB 45300 PESTOP LOSS DONE degrade,Negative
2024-01-03 14:06:14+00:00,INDEX OPTIONS TRADE 6BANKNIFTY 47600 CE500 TO 525STOP LOSS TAKEN degrade,Negative
2024-08-12 16:30:00+00:00,OUR INDEX OPTIONS TRADEBANKNIFTY 50500 CE370 TO 520150 POINTS NIFTY 24300 CE190 TO 26070 POINTS bullish,Positive
2023-12-26 15:11:35+00:00,INDEX OPTIONS TRADE 5NIFTY 21300 CESL TAKEN!SAFE TRADERS EXITED 220REST HOLDING FOR TOMORROW WITH POSITIVE VIEW!! green,Positive
2024-06-19 11:15:13+00:00,INDEX OPTIONS TRADEBANKNIFTY 51500 PE25 TO 22589 TIMES RETURN ON INVESTMENTS,Neutral
2024-08-21 12:31:37+00:00,INDEX OPTIONS TRADENIFTY 22 AUG 24600 CE135 TO 20065 POINTS,Neutral
2024-03-28 17:10:14+00:00,INDEX OPTIONS TRADE 2BANKNIFTY 47100 CE430 TO 570140 POINTS,Neutral
2024-01-23 12:32:35+00:00,INDEX OPTIONS TRADE 2 AND 3NIFTY 22000 PE260 TO 800540 POINTSBANKNIFTY 46700 PE560 TO 1800WE EXITED AT COST AND MISSED THE RALLY IN BANKNIFTY loss,Negative
2024-11-12 13:07:38+00:00,HERO OR ZERONIFTY 14 NOV 23800 PE40 TO 75ALMOST DOUBLED green,Positive
2024-10-09 03:46:47+00:00,BANKNIFTY 50800 CEAbove  410Sl open TRG 430460,Neutral
2024-11-25 08:32:31+00:00,"RISKY TRADERSSELL BANKNIFTY NOV FUTURES AROUND 52050TARGET 51900,51700,51500STOP LOSS 52200 red",Negative
2024-05-21 12:03:40+00:00,INDEX OPTIONS TRADE 2BANKNIFTY 22 MAY 48000 CE280 TO 360,Neutral
2024-02-15 13:00:37+00:00,HERO OR ZERONIFTY 21950 CE5 TO 9DOUBLED green,Positive
2024-10-17 04:02:28+00:00,BANKNIFTY 51800 PEAbove  280Sl open TRG 300330,Positive
2024-11-26 03:45:42+00:00,BANKNIFTY 52000 CEAbove  380Sl open TRG 400420,Positive
2024-06-18 17:42:32+00:00,HERO OR ZERO TRADEFINNIFTY 22500 CE35 TO 60 growth,Positive
2024-09-10 03:50:22+00:00,BANKNIFTY 50900 CEAbove  380Sl open TRG 400420,Neutral
2024-06-05 13:12:17+00:00,INDEX OPTIONS TRADEBANKNIFTY 12 JUN 48000 CE400 TO 650250 POINTS,Positive
2024-09-10 14:38:25+00:00,INDEX OPTIONS TRADENIFTY 12 SEP 25100 CE70 TO 9929 POINTS,Negative
2024-10-28 03:43:07+00:00,NIFTY LEVEL bullish,Positive
2024-04-24 11:36:37+00:00,INDEX OPTIONS TRADE 2BANKNIFTY 48000 CEBTST175 TO 250,Neutral
2024-02-16 10:06:26+00:00,"WE ARE COMING UP WITH A TECHNICAL ANALYSIS COURSE FOR THE MEMBERSTOPICS TO BE COVERED IN COURSE1. PRICE ACTION SUPPORT AND RESISTANCE.2. TYPE OF CHART PATTERNS AND CANDLE STICK PATTERNS!3. DRAWING TRENDLINES AND HORIZONTAL LINES!4. CHART MOVEMENT STUDIES!5. BREAKOUT AND BREAKDOWN TRADING STRATEGY!6. NIFTY50, BANKNIFTY AND FINNIFTY TRADING STRATEGY!7. HOW TO FIND HERO OR ZERO ON EXPIRY DAYS!8. 51530 MINS CHART ANALYSIS!9. SWING TRADING 1 DAY CHART ANALYSIS!10. COMMODITY TRADING STRATEGY!CRUDEOIL, NATURALGAS AND SILVER11. HOW TO FIND STOP LOSS, TARGET IN EACH OF THE TRADING STYLE!12. HOW TO CONTROL EMOTIONS AND GREED DURING TRADING!13. SPECIAL PRIVATE CHANNEL WILL BE THERE TO SOLVE YOUR QUERIES!14. PERSONAL SUPPORT WILL BE GIVEN IN CASE OF ANY QUERIES! 2 SESSIONS WILL BE THERE ON FRIDAY AND SATURDAY EVERY WEEK! WE WILL HAVE PRACTICE SESSIONS ON MONTHLY BASIS! FEES IS 15999USE COUPON CODESPECIAL50GET FLAT 50 DISCOUNT ON THE COURSE!JOINING LINKhttpsweb.fankonnect.comg3424 COURSE DURATION WILL BE 12 SESSIONS!FIRST SESSION WILL BE TODAY EVENING AT 6.30 PMQUERIES USHAANALYSIS gain",Positive
2024-07-29 15:31:47+00:00,INDEX OPTIONS TRADENIFTY 1 AUGUST 24800 CE255 TO STOP LOSS loss,Negative
2024-11-13 06:11:00+00:00,"SHORT TERMNIFTY NOVEMBER FUTURES AROUND 23780TARGET 23900,24000,24100STOP LOSS AT 23650 degrade",Negative
2024-10-25 06:51:10+00:00,"SHORT TERMNIFTY OCT FUTURES AROUND 24140TARGET 24200,24300,24500STOP LOSS AT 24000 loss",Negative
2024-02-12 12:53:52+00:00,INDEX OPTIONS TRADE 4NIFTY 21700 CE150 TO 13515 POINTS LOSS degrade,Negative
2024-03-20 12:53:41+00:00,INDEX OPTIONS TRADE 2BANKNIFTY 46300 PE40 TO 12080 POINTS,Negative
2024-11-18 09:18:20+00:00,CAUGHT PERFECT MOVE IN NIFTYNIFTY 23400 CE170 TO 25080 POINTS50 GAINS ON INVESTMENTS bullish,Positive
2024-10-18 08:59:18+00:00,SHORT TERM NIFTY VIEWNIFTY 24 OCT 24700 CE155 TO 300145 POINTS growth,Positive
2024-11-13 06:11:00+00:00,"SHORT TERMNIFTY NOVEMBER FUTURES AROUND 23780TARGET 23900,24000,24100STOP LOSS AT 23650 degrade",Negative
2024-08-21 12:31:10+00:00,INDEX OPTIONS TRADEHERO ZEROBANKNIFTY 21 AUG 51000 CESTOP LOSS TAKEN degrade,Negative
2024-02-09 11:52:41+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 14 FEB 45300 PESTOP LOSS DONE degrade,Negative
2024-07-18 12:11:12+00:00,INDEX OPTIONS TRADENIFTY JULY 24600 CE210 TO 375165 POINTS NIFTYBANKNIFTY 24 JULY 52600 CE450 TO 680230 POINTS,Positive
2024-04-25 15:08:55+00:00,INDEX OPTIONS TRADE 4HERO ZERO NIFTY 22600 CE16 TO 64 doubled,Positive
2024-10-25 06:51:10+00:00,"SHORT TERMNIFTY OCT FUTURES AROUND 24140TARGET 24200,24300,24500STOP LOSS AT 24000 loss",Negative
2024-10-25 06:13:49+00:00,"SHORT TERMBANKNIFTY OCT FUTURES AROUND 50600TARGET 50800,51000,51200STOP LOSS 50200 red",Negative
2024-01-03 14:06:14+00:00,INDEX OPTIONS TRADE 6BANKNIFTY 47600 CE500 TO 525STOP LOSS TAKEN degrade,Negative
2024-11-13 06:11:00+00:00,"SHORT TERMNIFTY NOVEMBER FUTURES AROUND 23780TARGET 23900,24000,24100STOP LOSS AT 23650 degrade",Negative
2023-12-26 15:11:35+00:00,INDEX OPTIONS TRADE 5NIFTY 21300 CESL TAKEN!SAFE TRADERS EXITED 220REST HOLDING FOR TOMORROW WITH POSITIVE VIEW!! green,Positive
2024-11-25 08:32:31+00:00,"RISKY TRADERSSELL BANKNIFTY NOV FUTURES AROUND 52050TARGET 51900,51700,51500STOP LOSS 52200 red",Negative
2024-08-06 09:27:16+00:00,"SHORT TERMBANKNIFTY AUGUST FUTURES AROUND 49980TARGET AT 50400,50600,51000STOP LOSS AF 49600 red",Negative
2024-11-12 12:49:38+00:00,INDEX OPTIONS TRADEBANKNIFTY 13 NOV 50800 PE70 TO 10030 GAINS doubled,Positive
2023-12-20 14:38:04+00:00,INDEX OPTIONS TRADE 3BANKNIFTY  47900 CESTOP LOSS TAKEN degrade,Negative
2024-02-15 13:00:37+00:00,HERO OR ZERONIFTY 21950 CE5 TO 9DOUBLED green,Positive
2024-09-04 03:57:46+00:00,BANKNIFTY 51700 PEAbove  310Sl open TRG 320350,Neutral
2024-02-19 12:55:08+00:00,INDEX OPTIONS TRADE 1NIFTY 22000 CE200 TO 150STOP LOSS TAKEN red,Negative
2024-11-26 02:37:04+00:00,Nifty future flat green,Positive
2024-11-26 02:36:42+00:00,Gift nifty flat green growth,Positive
2024-08-20 13:52:47+00:00,TODAYS INDEX OPTIONS TRADEBANKNIFTY 21 AUG 50800 CE200 TO 305105 POINTS,Negative
2024-11-13 06:11:00+00:00,"SHORT TERMNIFTY NOVEMBER FUTURES AROUND 23780TARGET 23900,24000,24100STOP LOSS AT 23650 degrade",Negative
2024-07-22 13:53:11+00:00,INDEX OPTIONS TRADEMIDCPNIFTY 12200 CE40 TO 2625X MOVE,Positive
2024-11-07 06:49:45+00:00,"SHORT TERMBANKNIFTY NOV FUTURES AROUND 52100TARGET 52300,52500,52700STOP LOSS 50800 degrade",Negative
2024-06-19 07:42:27+00:00,HERO OR ZEROBANKNIFTY 51300 CE65 TO 2003 TIMES RETURN ON INVESTMENT bullish,Positive
2024-11-13 06:11:00+00:00,"SHORT TERMNIFTY NOVEMBER FUTURES AROUND 23780TARGET 23900,24000,24100STOP LOSS AT 23650 degrade",Negative
2024-11-11 03:40:12+00:00,NIFTY LEVEL gain,Positive
2024-01-23 12:32:35+00:00,INDEX OPTIONS TRADE 2 AND 3NIFTY 22000 PE260 TO 800540 POINTSBANKNIFTY 46700 PE560 TO 1800WE EXITED AT COST AND MISSED THE RALLY IN BANKNIFTY loss,Negative
2024-02-12 12:53:20+00:00,INDEX OPTIONS TRADE 1BTST TRADEBANKNIFTY 45800 CESTOP LOSS TAKEN! red,Negative
2024-09-20 17:16:21+00:00,INDEX OPTIONS TRADEBANKNIFTY SEP 53400 CE290 TO 450160 POINTS,Positive
2024-02-09 11:52:41+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 14 FEB 45300 PESTOP LOSS DONE degrade,Negative
2024-10-25 06:13:49+00:00,"SHORT TERMBANKNIFTY OCT FUTURES AROUND 50600TARGET 50800,51000,51200STOP LOSS 50200 red",Negative
2023-12-05 07:56:22+00:00,INDEX OPTIONS TRADE 3BANKNIFTY 46500 PE!70 TO 150,Positive
2024-11-18 09:18:20+00:00,CAUGHT PERFECT MOVE IN NIFTYNIFTY 23400 CE170 TO 25080 POINTS50 GAINS ON INVESTMENTS bullish,Positive
2024-11-18 09:18:20+00:00,CAUGHT PERFECT MOVE IN NIFTYNIFTY 23400 CE170 TO 25080 POINTS50 GAINS ON INVESTMENTS bullish,Positive
2024-08-21 12:31:10+00:00,INDEX OPTIONS TRADEHERO ZEROBANKNIFTY 21 AUG 51000 CESTOP LOSS TAKEN degrade,Negative
2024-08-06 09:27:16+00:00,"SHORT TERMBANKNIFTY AUGUST FUTURES AROUND 49980TARGET AT 50400,50600,51000STOP LOSS AF 49600 red",Negative
2024-09-18 12:13:05+00:00,INDEX OPTIONS TRADEHERO OR ZEROBANKNIFTY 18 SEP 52500 CE80 TO 220ALMOST 3X RETURNS ON HERO OR ZERO TRADE green,Positive
2024-09-20 17:16:21+00:00,INDEX OPTIONS TRADEBANKNIFTY SEP 53400 CE290 TO 450160 POINTS,Neutral
2024-02-19 12:55:08+00:00,INDEX OPTIONS TRADE 1NIFTY 22000 CE200 TO 150STOP LOSS TAKEN red,Negative
2024-11-12 15:58:55+00:00,NIFTY NOV 23800 PE160 TO 20040 POINTS AND HOLDING bullish,Positive
2024-02-15 13:00:37+00:00,HERO OR ZERONIFTY 21950 CE5 TO 9DOUBLED green,Positive
2024-02-15 12:59:59+00:00,INDEX OPTIONS TRADE 2NIFTY 22150 PE260 TO 34080 POINTS,Neutral
2024-09-18 12:13:05+00:00,INDEX OPTIONS TRADEHERO OR ZEROBANKNIFTY 18 SEP 52500 CE80 TO 220ALMOST 3X RETURNS ON HERO OR ZERO TRADE green,Positive
2024-06-19 07:42:27+00:00,HERO OR ZEROBANKNIFTY 51300 CE65 TO 2003 TIMES RETURN ON INVESTMENT bullish,Positive
2024-10-16 03:57:29+00:00,BANKNIFTY 51600 CEAbove  280Sl open TRG 300350,Neutral
2024-01-03 14:06:14+00:00,INDEX OPTIONS TRADE 6BANKNIFTY 47600 CE500 TO 525STOP LOSS TAKEN degrade,Negative
2024-08-21 12:31:10+00:00,INDEX OPTIONS TRADEHERO ZEROBANKNIFTY 21 AUG 51000 CESTOP LOSS TAKEN degrade,Negative
2024-06-19 07:42:27+00:00,HERO OR ZEROBANKNIFTY 51300 CE65 TO 2003 TIMES RETURN ON INVESTMENT bullish,Positive
2024-11-18 09:18:20+00:00,CAUGHT PERFECT MOVE IN NIFTYNIFTY 23400 CE170 TO 25080 POINTS50 GAINS ON INVESTMENTS bullish,Positive
2023-12-21 12:27:35+00:00,HERO OR ZERONIFTY 21250 CE12 TO 32 gain,Positive
2024-11-28 03:28:10+00:00,NIFTY growth,Positive
2024-11-13 06:11:00+00:00,"SHORT TERMNIFTY NOVEMBER FUTURES AROUND 23780TARGET 23900,24000,24100STOP LOSS AT 23650 degrade",Negative
2024-04-15 15:08:08+00:00,INDEX OPTIONS TRADE 2BANKNIFTY 48100 CESTOP LOSS TAKEN red,Negative
2024-11-13 06:11:00+00:00,"SHORT TERMNIFTY NOVEMBER FUTURES AROUND 23780TARGET 23900,24000,24100STOP LOSS AT 23650 degrade",Negative
2023-12-21 12:27:35+00:00,HERO OR ZERONIFTY 21250 CE12 TO 32 gain,Positive
2024-01-23 12:32:35+00:00,INDEX OPTIONS TRADE 2 AND 3NIFTY 22000 PE260 TO 800540 POINTSBANKNIFTY 46700 PE560 TO 1800WE EXITED AT COST AND MISSED THE RALLY IN BANKNIFTY loss,Negative
2024-08-12 16:30:00+00:00,OUR INDEX OPTIONS TRADEBANKNIFTY 50500 CE370 TO 520150 POINTS NIFTY 24300 CE190 TO 26070 POINTS bullish,Positive
2024-01-23 12:32:35+00:00,INDEX OPTIONS TRADE 2 AND 3NIFTY 22000 PE260 TO 800540 POINTSBANKNIFTY 46700 PE560 TO 1800WE EXITED AT COST AND MISSED THE RALLY IN BANKNIFTY loss,Negative
2024-02-16 10:06:26+00:00,"WE ARE COMING UP WITH A TECHNICAL ANALYSIS COURSE FOR THE MEMBERSTOPICS TO BE COVERED IN COURSE1. PRICE ACTION SUPPORT AND RESISTANCE.2. TYPE OF CHART PATTERNS AND CANDLE STICK PATTERNS!3. DRAWING TRENDLINES AND HORIZONTAL LINES!4. CHART MOVEMENT STUDIES!5. BREAKOUT AND BREAKDOWN TRADING STRATEGY!6. NIFTY50, BANKNIFTY AND FINNIFTY TRADING STRATEGY!7. HOW TO FIND HERO OR ZERO ON EXPIRY DAYS!8. 51530 MINS CHART ANALYSIS!9. SWING TRADING 1 DAY CHART ANALYSIS!10. COMMODITY TRADING STRATEGY!CRUDEOIL, NATURALGAS AND SILVER11. HOW TO FIND STOP LOSS, TARGET IN EACH OF THE TRADING STYLE!12. HOW TO CONTROL EMOTIONS AND GREED DURING TRADING!13. SPECIAL PRIVATE CHANNEL WILL BE THERE TO SOLVE YOUR QUERIES!14. PERSONAL SUPPORT WILL BE GIVEN IN CASE OF ANY QUERIES! 2 SESSIONS WILL BE THERE ON FRIDAY AND SATURDAY EVERY WEEK! WE WILL HAVE PRACTICE SESSIONS ON MONTHLY BASIS! FEES IS 15999USE COUPON CODESPECIAL50GET FLAT 50 DISCOUNT ON THE COURSE!JOINING LINKhttpsweb.fankonnect.comg3424 COURSE DURATION WILL BE 12 SESSIONS!FIRST SESSION WILL BE TODAY EVENING AT 6.30 PMQUERIES USHAANALYSIS gain",Positive
2024-01-23 12:32:35+00:00,INDEX OPTIONS TRADE 2 AND 3NIFTY 22000 PE260 TO 800540 POINTSBANKNIFTY 46700 PE560 TO 1800WE EXITED AT COST AND MISSED THE RALLY IN BANKNIFTY loss,Negative
2024-06-19 07:42:27+00:00,HERO OR ZEROBANKNIFTY 51300 CE65 TO 2003 TIMES RETURN ON INVESTMENT bullish,Positive
2024-11-18 03:45:30+00:00,BANKNIFTY 50100 PEAbove  400Sl open TRG 430450,Neutral
2024-03-26 09:35:20+00:00,INDEX OPTIONS TRADE 2FINNIFTY 20500 CE235 TO 26025 POINTS,Positive
